0 0.049744 0.005054 0.004992 0.0460575 0.0047583 0.0047053
1 0.099462 0.010356 0.009984 0.0997296 0.00901487 0.00865587
2 0.149153 0.015906 0.014976 0.148564 0.014634 0.01379
3 0.198816 0.021704 0.019968 0.198906 0.0208175 0.0192075
4 0.248449 0.02775 0.02496 0.247474 0.0257257 0.0231273
5 0.298051 0.034044 0.029952 0.298868 0.0334756 0.0296006
6 0.347621 0.040585 0.034944 0.35016 0.0406435 0.0351888
7 0.397158 0.047374 0.039936 0.39853 0.0487396 0.0415512
8 0.44666 0.05441 0.044928 0.450268 0.0553396 0.0459157
9 0.496127 0.061693 0.04992 0.500968 0.0632549 0.0514426
10 0.545557 0.069223 0.054912 0.553896 0.0710645 0.0563988
11 0.594949 0.076999 0.059904 0.603895 0.0799121 0.0623419
12 0.644301 0.085022 0.064896 0.653768 0.0878892 0.0671607
13 0.693612 0.093291 0.069888 0.70116 0.0959668 0.0719198
14 0.742882 0.101806 0.07488 0.749845 0.103744 0.0761686
15 0.792108 0.110567 0.079872 0.801121 0.111369 0.0799758
16 0.84129 0.119574 0.084864 0.854613 0.118716 0.0829439
17 0.890427 0.128826 0.089856 0.904747 0.126272 0.0863353
18 0.939517 0.138323 0.094848 0.961659 0.135462 0.0904983
19 0.988559 0.148065 0.09984 1.0117 0.143663 0.0940848
20 1.03755 0.158052 0.104832 1.05963 0.151384 0.0971719
21 1.08649 0.168283 0.109824 1.10919 0.158089 0.0990172
22 1.13538 0.178758 0.114816 1.15532 0.1672 0.103474
23 1.18422 0.189477 0.119808 1.20654 0.175414 0.106275
24 1.233 0.20044 0.1248 1.25531 0.185107 0.11064
25 1.28173 0.211646 0.129792 1.30195 0.192187 0.112484
26 1.3304 0.223095 0.134784 1.3512 0.201805 0.116449
27 1.37902 0.234787 0.139776 1.40039 0.212225 0.120732
28 1.42757 0.246722 0.144768 1.44909 0.221807 0.124182
29 1.47606 0.258899 0.14976 1.49854 0.231728 0.127732
30 1.5245 0.271318 0.154752 1.55072 0.241414 0.130558
31 1.57287 0.283979 0.159744 1.59853 0.25221 0.134816
32 1.62118 0.296881 0.164736 1.64761 0.263559 0.139241
33 1.66942 0.310024 0.169728 1.7006 0.274019 0.142209
34 1.71759 0.323408 0.17472 1.74556 0.285305 0.147007
35 1.7657 0.337032 0.179712 1.79183 0.295428 0.150249
36 1.81374 0.350896 0.184704 1.84252 0.306184 0.153278
37 1.86171 0.365 0.189696 1.89585 0.318294 0.157082
38 1.90961 0.379343 0.194688 1.94333 0.328895 0.159963
39 1.95743 0.393925 0.19968 1.99034 0.340821 0.164196
40 2.00519 0.408745 0.204672 2.03525 0.352181 0.167986
41 2.05287 0.423804 0.209664 2.08011 0.363959 0.172289
42 2.10047 0.4391 0.214656 2.1326 0.375625 0.174793
43 2.14799 0.454634 0.219648 2.17751 0.388395 0.179432
44 2.19544 0.470405 0.22464 2.22214 0.401647 0.18447
45 2.24281 0.486412 0.229632 2.27215 0.413663 0.187102
46 2.2901 0.502656 0.234624 2.31559 0.425519 0.190624
47 2.3373 0.519136 0.239616 2.36227 0.437821 0.193934
48 2.38443 0.535851 0.244608 2.41249 0.450118 0.19627
49 2.43147 0.552801 0.2496 2.46124 0.463515 0.199871
50 2.47842 0.569986 0.254592 2.51027 0.47647 0.202807
51 2.52529 0.587405 0.259584 2.55303 0.489649 0.206941
52 2.57207 0.605058 0.264576 2.60036 0.504594 0.211634
53 2.61876 0.622944 0.269568 2.6515 0.518562 0.214361
54 2.66536 0.641063 0.27456 2.69843 0.533273 0.218608
55 2.71187 0.659414 0.279552 2.74714 0.549648 0.223701
56 2.75829 0.677997 0.284544 2.7999 0.567933 0.229845
57 2.80462 0.696812 0.289536 2.8494 0.585332 0.235422
58 2.85085 0.715858 0.294528 2.89817 0.602304 0.240447
59 2.89698 0.735134 0.29952 3.03866 0.65269 0.255757
60 2.94302 0.75464 0.304512 3.08032 0.668983 0.260895
61 2.98896 0.774376 0.309504 3.13856 0.69202 0.26822
62 3.0348 0.794341 0.314496 3.17968 0.708839 0.273406
63 3.08054 0.814535 0.319488 3.24684 0.736983 0.282572
64 3.12618 0.834957 0.32448 3.28602 0.752199 0.286079
65 3.17172 0.855606 0.329472 3.32364 0.768625 0.291151
66 3.21715 0.876482 0.334464 3.37249 0.79011 0.29756
67 3.26248 0.897585 0.339456 3.4192 0.812196 0.304856
68 3.3077 0.918914 0.344448 3.46519 0.832739 0.310612
69 3.35282 0.940468 0.34944 3.51016 0.853492 0.316512
70 3.39782 0.962247 0.354432 3.55363 0.875244 0.323436
71 3.44272 0.984251 0.359424 3.60039 0.897184 0.329321
72 3.48751 1.00648 0.364416 3.64379 0.919654 0.336382
73 3.53219 1.02893 0.369408 3.69119 0.942257 0.341971
74 3.57675 1.0516 0.3744 3.73544 0.965694 0.34901
75 3.6212 1.0745 0.379392 3.78271 0.98846 0.354181
76 3.66554 1.09762 0.384384 3.82804 1.0124 0.36076
77 3.70975 1.12095 0.389376 3.87149 1.03384 0.365348
78 3.75386 1.14451 0.394368 3.91426 1.05583 0.370484
79 3.79784 1.16829 0.39936 3.958 1.07998 0.37704
80 3.84171 1.19229 0.404352 4.00191 1.10449 0.383575
81 3.88545 1.21651 0.409344 4.04628 1.12874 0.389354
